ua,especialidad,estado,fecha_inicio,fecha_fin,numeros,asignados,asistidos,libres,fecha_datos
Buceo,Medicina Familiar,Cerrada,2025-01-29 11:30:00,2025-01-29 13:30:00,4,4,4,0,2025-03-15 06:01:41
Yucatan,Medicina General,Cerrada,2025-01-29 11:30:00,2025-01-29 13:30:00,6,6,5,0,2025-03-15 06:01:41
Francisco Pucci,Medicina Familiar,Cerrada,2025-01-29 11:40:00,2025-01-29 12:40:00,2,2,1,0,2025-03-15 06:01:41
Punta De Rieles,Ginecoobstetricia,Cerrada,2025-01-29 11:45:00,2025-01-29 12:00:00,1,1,0,0,2025-03-15 06:01:41
Jose P. Varela,Odontología,Cerrada,2025-01-29 12:00:00,2025-01-29 12:15:00,1,1,1,0,2025-03-15 06:01:41
La Teja,Medicina Familiar,Cerrada,2025-01-29 12:00:00,2025-01-29 12:20:00,1,0,0,0,2025-03-15 06:01:41
Yano Rodriguez,Odontología,Cerrada,2025-01-29 12:00:00,2025-01-29 12:30:00,1,1,1,0,2025-03-15 06:01:41
La Teja,Odontología,Cerrada,2025-01-29 12:00:00,2025-01-29 12:30:00,2,2,0,0,2025-03-15 06:01:41
Luisa Tirapare,Medicina General,Cerrada,2025-01-29 12:00:00,2025-01-29 12:40:00,2,5,4,0,2025-03-15 06:01:41
Jose P. Varela,Odontología,Cerrada,2025-01-29 12:00:00,2025-01-29 13:00:00,2,1,1,0,2025-03-15 06:01:41
Casavalle,Pediatría,Cerrada,2025-01-29 12:00:00,2025-01-29 13:00:00,3,3,2,0,2025-03-15 06:01:41
Yucatan,Psicología,Cerrada,2025-01-29 12:00:00,2025-01-29 13:00:00,1,1,0,0,2025-03-15 06:01:41
Paso De La Arena,Enfermería,Cerrada,2025-01-29 12:00:00,2025-01-29 13:00:00,3,2,2,0,2025-03-15 06:01:41
Punta De Rieles,Ginecoobstetricia,Cerrada,2025-01-29 12:00:00,2025-01-29 13:20:00,4,4,4,0,2025-03-15 06:01:41
Francisco Pucci,Medicina Familiar,Cerrada,2025-01-29 12:00:00,2025-01-29 13:20:00,4,4,4,0,2025-03-15 06:01:41
Yucatan,Medicina Familiar,Cerrada,2025-01-29 12:00:00,2025-01-29 13:30:00,3,4,3,0,2025-03-15 06:01:41
La Teja,Pediatría,Cerrada,2025-01-29 12:00:00,2025-01-29 13:30:00,3,1,1,0,2025-03-15 06:01:41
Yano Rodriguez,Odontología,Cerrada,2025-01-29 12:00:00,2025-01-29 14:00:00,4,4,4,0,2025-03-15 06:01:41
Luisa Tirapare,Pediatría,Cerrada,2025-01-29 12:00:00,2025-01-29 14:00:00,6,1,1,0,2025-03-15 06:01:41
Yucatan,Trabajo Social,Cerrada,2025-01-29 12:00:00,2025-01-29 17:00:00,15,3,1,0,2025-03-15 06:01:41
La Paloma,Medicina Familiar,Cerrada,2025-01-29 12:10:00,2025-01-29 13:10:00,3,3,2,0,2025-03-15 06:01:41
Aquiles Lanza,Psicología,Cerrada,2025-01-29 12:15:00,2025-01-29 15:15:00,3,3,2,0,2025-03-15 06:01:41
La Teja,Medicina Familiar,Cerrada,2025-01-29 12:20:00,2025-01-29 13:40:00,4,4,3,0,2025-03-15 06:01:41
Yano Rodriguez,Odontología,Cerrada,2025-01-29 12:30:00,2025-01-29 13:00:00,1,1,0,0,2025-03-15 06:01:41
La Paloma,Trabajo Social,Cerrada,2025-01-29 12:30:00,2025-01-29 13:15:00,3,4,3,0,2025-03-15 06:01:41
La Teja,Odontología,Cerrada,2025-01-29 12:30:00,2025-01-29 13:30:00,2,2,2,0,2025-03-15 06:01:41
Parque Bellan,Odontología,Cerrada,2025-01-29 12:30:00,2025-01-29 13:30:00,4,4,2,0,2025-03-15 06:01:41
Parque Bellan,Enfermería,Cerrada,2025-01-29 12:30:00,2025-01-29 14:30:00,4,4,3,0,2025-03-15 06:01:41
Yucatan,Ginecoobstetricia,Cerrada,2025-01-29 12:30:00,2025-01-29 14:30:00,6,6,1,0,2025-03-15 06:01:41
Parque Bellan,Medicina Familiar,Cerrada,2025-01-29 12:30:00,2025-01-29 14:50:00,7,7,2,0,2025-03-15 06:01:41
Francisco Pucci,Medicina Familiar,Cerrada,2025-01-29 12:40:00,2025-01-29 13:00:00,2,2,2,0,2025-03-15 06:01:41
Paso De La Arena,Medicina Familiar,Cerrada,2025-01-29 12:50:00,2025-01-29 15:10:00,7,7,6,0,2025-03-15 06:01:41
Colon,Medicina Familiar,Cerrada,2025-01-29 13:00:00,2025-01-29 13:20:00,1,1,0,0,2025-03-15 06:01:41
Buceo,Medicina Familiar,Cerrada,2025-01-29 13:00:00,2025-01-29 14:00:00,2,2,2,0,2025-03-15 06:01:41
Los Angeles,Psicología,Cerrada,2025-01-29 13:00:00,2025-01-29 14:00:00,1,2,2,0,2025-03-15 06:01:41
Yucatan,Psicología,Cerrada,2025-01-29 13:00:00,2025-01-29 14:00:00,1,1,1,0,2025-03-15 06:01:41
Jose P. Varela,Odontología,Cerrada,2025-01-29 13:00:00,2025-01-29 14:00:00,1,1,1,0,2025-03-15 06:01:41
Los Angeles,Partera,Cerrada,2025-01-29 13:00:00,2025-01-29 14:00:00,2,1,0,0,2025-03-15 06:01:41
Yano Rodriguez,Odontología,Cerrada,2025-01-29 13:00:00,2025-01-29 14:00:00,2,2,2,0,2025-03-15 06:01:41
La Paloma,Enfermería,Cerrada,2025-01-29 13:00:00,2025-01-29 15:00:00,8,0,0,0,2025-03-15 06:01:41
Yucatan,Nutrición,Cerrada,2025-01-29 13:00:00,2025-01-29 15:00:00,4,3,1,0,2025-03-15 06:01:41
Lavalleja,Medicina General,Cerrada,2025-01-29 13:00:00,2025-01-29 15:30:00,5,6,5,0,2025-03-15 06:01:41
Casavalle,Pediatría,Cerrada,2025-01-29 13:00:00,2025-01-29 15:30:00,7,8,6,0,2025-03-15 06:01:41
La Paloma,Medicina Familiar,Cerrada,2025-01-29 13:10:00,2025-01-29 13:40:00,2,2,0,0,2025-03-15 06:01:41
Luisa Tirapare,Medicina General,Cerrada,2025-01-29 13:10:00,2025-01-29 15:20:00,6,8,6,0,2025-03-15 06:01:41
Crottogini,Psicología,Cerrada,2025-01-29 13:15:00,2025-01-29 16:15:00,3,3,2,0,2025-03-15 06:01:41
Colon,Medicina Familiar,Cerrada,2025-01-29 13:20:00,2025-01-29 14:00:00,2,2,2,0,2025-03-15 06:01:41
Punta De Rieles,Ginecoobstetricia,Cerrada,2025-01-29 13:20:00,2025-01-29 15:20:00,6,6,2,0,2025-03-15 06:01:41
Inve 16,Odontología,Cerrada,2025-01-29 13:30:00,2025-01-29 14:00:00,2,2,0,0,2025-03-15 06:01:41
Yucatan,Fonoaudiología,Cerrada,2025-01-29 13:30:00,2025-01-29 14:15:00,1,1,1,0,2025-03-15 06:01:41
Aquiles Lanza,Medicina Familiar,Cerrada,2025-01-29 13:30:00,2025-01-29 14:30:00,2,2,2,0,2025-03-15 06:01:41
Colon,Odontología,Cerrada,2025-01-29 13:30:00,2025-01-29 14:30:00,4,4,1,0,2025-03-15 06:01:41
Giraldez,Medicina Familiar,Cerrada,2025-01-29 13:30:00,2025-01-29 15:00:00,4,5,4,0,2025-03-15 06:01:41
La Paloma,Medicina Familiar,Cerrada,2025-01-29 13:30:00,2025-01-29 15:10:00,5,6,5,0,2025-03-15 06:01:41
Yucatan,Medicina Familiar,Cerrada,2025-01-29 13:30:00,2025-01-29 15:30:00,6,7,6,0,2025-03-15 06:01:41
Los Angeles,Medicina Familiar,Cerrada,2025-01-29 13:30:00,2025-01-29 16:00:00,5,6,6,0,2025-03-15 06:01:41
La Teja,Medicina Familiar,Cerrada,2025-01-29 13:40:00,2025-01-29 14:40:00,2,2,2,0,2025-03-15 06:01:41
La Paloma,Pediatría,Cerrada,2025-01-29 13:40:00,2025-01-29 16:00:00,7,8,6,0,2025-03-15 06:01:41
Jose P. Varela,Odontología,Cerrada,2025-01-29 14:00:00,2025-01-29 14:30:00,1,1,1,0,2025-03-15 06:01:41
Colon,Medicina Familiar,Cerrada,2025-01-29 14:00:00,2025-01-29 14:40:00,2,3,2,0,2025-03-15 06:01:41
Inve 16,Odontología,Cerrada,2025-01-29 14:00:00,2025-01-29 15:00:00,2,2,2,0,2025-03-15 06:01:41
Aquiles Lanza,Nutrición,Cerrada,2025-01-29 14:00:00,2025-01-29 15:00:00,2,1,1,0,2025-03-15 06:01:41
Los Angeles,Psicología,Cerrada,2025-01-29 14:00:00,2025-01-29 15:00:00,1,1,1,0,2025-03-15 06:01:41
Jose P. Varela,Odontología,Cerrada,2025-01-29 14:00:00,2025-01-29 16:00:00,4,4,3,0,2025-03-15 06:01:41
Yano Rodriguez,Odontología,Cerrada,2025-01-29 14:00:00,2025-01-29 16:30:00,5,5,4,0,2025-03-15 06:01:41
Los Angeles,Partera,Cerrada,2025-01-29 14:00:00,2025-01-29 17:31:00,10,9,5,0,2025-03-15 06:01:41
Yucatan,Psicología,Cerrada,2025-01-29 14:00:00,2025-01-29 18:00:00,4,4,3,0,2025-03-15 06:01:41
Los Angeles,Medicina Familiar,Cerrada,2025-01-29 14:15:00,2025-01-29 15:15:00,3,6,4,0,2025-03-15 06:01:41
Yucatan,Fonoaudiología,Cerrada,2025-01-29 14:20:00,2025-01-29 15:55:00,4,4,3,0,2025-03-15 06:01:41
Barrio Sur,Psicología,Cerrada,2025-01-29 14:30:00,2025-01-29 15:30:00,1,1,1,0,2025-03-15 06:01:41
Aquiles Lanza,Medicina Familiar,Cerrada,2025-01-29 14:30:00,2025-01-29 15:50:00,4,4,4,0,2025-03-15 06:01:41
Yucatan,Ginecoobstetricia,Cerrada,2025-01-29 14:30:00,2025-01-29 16:30:00,6,6,5,0,2025-03-15 06:01:41
Jose P. Varela,Odontología,Cerrada,2025-01-29 14:30:00,2025-01-29 16:30:00,4,4,2,0,2025-03-15 06:01:41
Colon,Medicina Familiar,Cerrada,2025-01-29 14:40:00,2025-01-29 15:00:00,1,8,8,0,2025-03-15 06:01:41
Giraldez,Medicina Familiar,Cerrada,2025-01-29 15:00:00,2025-01-29 15:30:00,1,1,1,0,2025-03-15 06:01:41
La Teja,Medicina Familiar,Cerrada,2025-01-29 15:00:00,2025-01-29 16:00:00,3,3,3,0,2025-03-15 06:01:41
Los Angeles,Psicología,Cerrada,2025-01-29 15:00:00,2025-01-29 16:00:00,1,1,1,0,2025-03-15 06:01:41
Inve 16,Odontología,Cerrada,2025-01-29 15:00:00,2025-01-29 17:00:00,4,4,4,0,2025-03-15 06:01:41
Barrio Sur,Psicología,Cerrada,2025-01-29 15:00:00,2025-01-29 17:00:00,2,2,2,0,2025-03-15 06:01:41
Aquiles Lanza,Trabajo Social,Cerrada,2025-01-29 15:10:00,2025-01-29 15:40:00,1,1,1,0,2025-03-15 06:01:41
Paso De La Arena,Medicina Familiar,Cerrada,2025-01-29 15:10:00,2025-01-29 17:30:00,7,7,6,0,2025-03-15 06:01:41
Los Angeles,Medicina Familiar,Cerrada,2025-01-29 15:15:00,2025-01-29 15:45:00,1,1,1,0,2025-03-15 06:01:41
Luisa Tirapare,Medicina General,Cerrada,2025-01-29 15:20:00,2025-01-29 17:00:00,5,7,6,0,2025-03-15 06:01:41
Parque Bellan,Medicina General,Cerrada,2025-01-29 15:30:00,2025-01-29 16:30:00,3,3,3,0,2025-03-15 06:01:41
Giraldez,Medicina Familiar,Cerrada,2025-01-29 15:30:00,2025-01-29 17:30:00,6,6,6,0,2025-03-15 06:01:41
Yucatan,Medicina Familiar,Cerrada,2025-01-29 15:40:00,2025-01-29 18:00:00,7,7,6,0,2025-03-15 06:01:41
Inve 16,Enfermería,Cerrada,2025-01-29 15:45:00,2025-01-29 16:15:00,3,2,2,0,2025-03-15 06:01:41
Los Angeles,Medicina Familiar,Cerrada,2025-01-29 15:45:00,2025-01-29 16:45:00,3,4,4,0,2025-03-15 06:01:41
Aquiles Lanza,Medicina Familiar,Cerrada,2025-01-29 15:50:00,2025-01-29 16:50:00,3,3,3,0,2025-03-15 06:01:41
Los Angeles,Medicina Familiar,Cerrada,2025-01-29 16:00:00,2025-01-29 16:20:00,1,5,4,0,2025-03-15 06:01:41
La Paloma,Medicina Familiar,Cerrada,2025-01-29 16:00:00,2025-01-29 16:30:00,2,2,1,0,2025-03-15 06:01:41
Los Angeles,Medicina Familiar,Cerrada,2025-01-29 16:00:00,2025-01-29 16:30:00,1,1,1,0,2025-03-15 06:01:41
Los Angeles,Medicina Familiar,Cerrada,2025-01-29 16:20:00,2025-01-29 17:20:00,3,10,9,0,2025-03-15 06:01:41
Parque Bellan,Medicina General,Cerrada,2025-01-29 16:30:00,2025-01-29 16:50:00,1,1,1,0,2025-03-15 06:01:41
Yano Rodriguez,Odontología,Cerrada,2025-01-29 16:30:00,2025-01-29 17:00:00,2,2,1,0,2025-03-15 06:01:41
Yucatan,Ginecoobstetricia,Cerrada,2025-01-29 16:30:00,2025-01-29 17:30:00,3,3,3,0,2025-03-15 06:01:41
Los Angeles,Medicina Familiar,Cerrada,2025-01-29 16:45:00,2025-01-29 18:00:00,3,3,3,0,2025-03-15 06:01:41
Yucatan,Fonoaudiología,Cerrada,2025-01-29 16:50:00,2025-01-29 17:35:00,1,1,1,0,2025-03-15 06:01:41
Luisa Tirapare,Medicina General,Cerrada,2025-01-29 17:00:00,2025-01-29 18:00:00,4,4,3,0,2025-03-15 06:01:41
Aquiles Lanza,Medicina Familiar,Cerrada,2025-01-29 17:10:00,2025-01-29 17:30:00,2,2,2,0,2025-03-15 06:01:41
Los Angeles,Medicina Familiar,Cerrada,2025-01-29 19:00:00,2025-01-29 19:30:00,2,1,1,0,2025-03-15 06:01:41
Barrio Sur,Medicina General,Cerrada,2025-01-30 07:00:00,2025-01-30 08:00:00,3,3,2,0,2025-03-15 06:01:41
Crottogini,Medicina Familiar,Cerrada,2025-01-30 07:00:00,2025-01-30 08:20:00,4,4,3,0,2025-03-15 06:01:41
Giraldez,Medicina Familiar,Cerrada,2025-01-30 07:00:00,2025-01-30 09:00:00,6,7,7,0,2025-03-15 06:01:41
Lavalleja,Partera,Cerrada,2025-01-30 07:20:00,2025-01-30 12:00:00,14,9,7,0,2025-03-15 06:01:41
Casabo,Medicina Familiar,Cerrada,2025-01-30 07:30:00,2025-01-30 09:00:00,4,4,4,0,2025-03-15 06:01:41
Paso De La Arena,Odontología,Cerrada,2025-01-30 07:30:00,2025-01-30 09:30:00,4,4,4,0,2025-03-15 06:01:41
Lavalleja,Nutrición,Cerrada,2025-01-30 07:30:00,2025-01-30 12:00:00,13,8,7,0,2025-03-15 06:01:41
Francisco Pucci,Medicina Familiar,Cerrada,2025-01-30 07:40:00,2025-01-30 09:00:00,4,4,2,0,2025-03-15 06:01:41
Francisco Pucci,Pediatría,Cerrada,2025-01-30 07:40:00,2025-01-30 10:10:00,7,7,2,0,2025-03-15 06:01:41
Colon,Partera,Cerrada,2025-01-30 08:00:00,2025-01-30 08:20:00,1,4,4,0,2025-03-15 06:01:41
La Teja,Odontología,Cerrada,2025-01-30 08:00:00,2025-01-30 08:30:00,1,2,1,0,2025-03-15 06:01:41
Yucatan,Odontología,Cerrada,2025-01-30 08:00:00,2025-01-30 08:40:00,1,1,1,0,2025-03-15 06:01:41
Inve 16,Medicina Familiar,Cerrada,2025-01-30 08:00:00,2025-01-30 09:00:00,3,3,3,0,2025-03-15 06:01:41
Jose P. Varela,Odontología,Cerrada,2025-01-30 08:00:00,2025-01-30 09:00:00,2,2,0,0,2025-03-15 06:01:41
La Teja,Enfermería,Cerrada,2025-01-30 08:00:00,2025-01-30 09:00:00,2,4,3,0,2025-03-15 06:01:41
Aquiles Lanza,Odontología,Cerrada,2025-01-30 08:00:00,2025-01-30 09:00:00,4,4,3,0,2025-03-15 06:01:41
Inve 16,Odontología,Cerrada,2025-01-30 08:00:00,2025-01-30 09:00:00,2,1,1,0,2025-03-15 06:01:41
La Teja,Nutrición,Cerrada,2025-01-30 08:00:00,2025-01-30 09:00:00,3,3,1,0,2025-03-15 06:01:41
Casavalle,Odontología,Cerrada,2025-01-30 08:00:00,2025-01-30 09:00:00,1,1,1,0,2025-03-15 06:01:41
Francisco Pucci,Ginecoobstetricia,Cerrada,2025-01-30 08:00:00,2025-01-30 09:00:00,3,2,1,0,2025-03-15 06:01:41
Buceo,Medicina Familiar,Cerrada,2025-01-30 08:00:00,2025-01-30 09:00:00,3,3,3,0,2025-03-15 06:01:41
Casavalle,Odontología,Cerrada,2025-01-30 08:00:00,2025-01-30 09:00:00,4,4,4,0,2025-03-15 06:01:41
Crottogini,Psicología,Cerrada,2025-01-30 08:00:00,2025-01-30 09:00:00,1,1,1,0,2025-03-15 06:01:41
Zully Sanchez,Psicología,Cerrada,2025-01-30 08:00:00,2025-01-30 09:00:00,1,1,1,0,2025-03-15 06:01:41
Barrio Sur,Medicina General,Cerrada,2025-01-30 08:00:00,2025-01-30 10:00:00,6,6,4,0,2025-03-15 06:01:41
Punta De Rieles,Pediatría,Cerrada,2025-01-30 08:00:00,2025-01-30 10:00:00,6,6,2,0,2025-03-15 06:01:41
Casavalle,Medicina Familiar,Cerrada,2025-01-30 08:00:00,2025-01-30 10:00:00,6,6,3,0,2025-03-15 06:01:41
Zully Sanchez,Medicina General,Cerrada,2025-01-30 08:00:00,2025-01-30 10:00:00,6,5,5,0,2025-03-15 06:01:41
Francisco Pucci,Odontología,Cerrada,2025-01-30 08:00:00,2025-01-30 10:00:00,4,4,4,0,2025-03-15 06:01:41
Casavalle,Odontología,Cerrada,2025-01-30 08:00:00,2025-01-30 10:00:00,3,3,2,0,2025-03-15 06:01:41
Parque Bellan,Ginecoobstetricia,Cerrada,2025-01-30 08:00:00,2025-01-30 10:00:00,6,8,7,0,2025-03-15 06:01:41
Parque Bellan,Odontología,Cerrada,2025-01-30 08:00:00,2025-01-30 11:00:00,6,6,6,0,2025-03-15 06:01:41
Casavalle,Medicina Familiar,Cerrada,2025-01-30 08:00:00,2025-01-30 11:30:00,12,18,12,0,2025-03-15 06:01:41
Casavalle,Ginecoobstetricia,Cerrada,2025-01-30 08:00:00,2025-01-30 12:00:00,12,15,7,0,2025-03-15 06:01:41
Luisa Tirapare,Psicología,Cerrada,2025-01-30 08:00:00,2025-01-30 12:00:00,4,1,1,0,2025-03-15 06:01:41
Luisa Tirapare,Pediatría,Cerrada,2025-01-30 08:00:00,2025-01-30 12:00:00,5,5,4,0,2025-03-15 06:01:41
Luisa Tirapare,Medicina General,Cerrada,2025-01-30 08:00:00,2025-01-30 12:00:00,6,6,6,0,2025-03-15 06:01:41
La Paloma,Psicología,Cerrada,2025-01-30 08:00:00,2025-01-30 13:20:00,8,8,4,0,2025-03-15 06:01:41
Lavalleja,Psicología,Cerrada,2025-01-30 08:15:00,2025-01-30 13:15:00,5,2,1,0,2025-03-15 06:01:41
Crottogini,Medicina Familiar,Cerrada,2025-01-30 08:20:00,2025-01-30 09:20:00,2,2,1,0,2025-03-15 06:01:41
Jose P. Varela,Odontología,Cerrada,2025-01-30 08:30:00,2025-01-30 09:00:00,1,1,0,0,2025-03-15 06:01:41
La Paloma,Pediatría,Cerrada,2025-01-30 08:30:00,2025-01-30 09:00:00,1,1,0,0,2025-03-15 06:01:41
La Paloma,Medicina Familiar,Cerrada,2025-01-30 08:30:00,2025-01-30 09:10:00,2,2,2,0,2025-03-15 06:01:41
Parque Bellan,Medicina General,Cerrada,2025-01-30 08:30:00,2025-01-30 09:30:00,3,2,2,0,2025-03-15 06:01:41
Zully Sanchez,Medicina Familiar,Cerrada,2025-01-30 08:30:00,2025-01-30 09:30:00,3,4,4,0,2025-03-15 06:01:41
Aquiles Lanza,Pediatría,Cerrada,2025-01-30 08:30:00,2025-01-30 09:30:00,3,4,3,0,2025-03-15 06:01:41
La Teja,Odontología,Cerrada,2025-01-30 08:30:00,2025-01-30 09:30:00,4,4,2,0,2025-03-15 06:01:41
Colon,Medicina General,Cerrada,2025-01-30 08:30:00,2025-01-30 09:50:00,4,4,3,0,2025-03-15 06:01:41
La Paloma,Odontología,Cerrada,2025-01-30 08:30:00,2025-01-30 10:30:00,4,5,5,0,2025-03-15 06:01:41
Yucatan,Medicina General,Cerrada,2025-01-30 08:30:00,2025-01-30 10:50:00,7,7,5,0,2025-03-15 06:01:41
La Teja,Pediatría,Cerrada,2025-01-30 08:30:00,2025-01-30 11:10:00,8,8,7,0,2025-03-15 06:01:41
Yucatan,Odontología,Cerrada,2025-01-30 08:40:00,2025-01-30 09:20:00,1,1,1,0,2025-03-15 06:01:41
Jose P. Varela,Odontología,Cerrada,2025-01-30 09:00:00,2025-01-30 09:15:00,1,1,1,0,2025-03-15 06:01:41
Jose P. Varela,Odontología,Cerrada,2025-01-30 09:00:00,2025-01-30 09:30:00,1,1,1,0,2025-03-15 06:01:41
Aquiles Lanza,Odontología,Cerrada,2025-01-30 09:00:00,2025-01-30 09:30:00,1,1,1,0,2025-03-15 06:01:41
Yano Rodriguez,Odontología,Cerrada,2025-01-30 09:00:00,2025-01-30 09:30:00,1,1,1,0,2025-03-15 06:01:41
Inve 16,Medicina Familiar,Cerrada,2025-01-30 09:00:00,2025-01-30 09:40:00,2,2,2,0,2025-03-15 06:01:41
Casabo,Medicina Familiar,Cerrada,2025-01-30 09:00:00,2025-01-30 09:45:00,3,2,2,0,2025-03-15 06:01:41
Casabo,Psicología,Cerrada,2025-01-30 09:00:00,2025-01-30 10:00:00,1,1,0,0,2025-03-15 06:01:41
Giraldez,Medicina Familiar,Cerrada,2025-01-30 09:00:00,2025-01-30 10:00:00,2,2,2,0,2025-03-15 06:01:41
Barrio Sur,Odontología,Cerrada,2025-01-30 09:00:00,2025-01-30 10:00:00,4,4,1,0,2025-03-15 06:01:41
Crottogini,Psicología,Cerrada,2025-01-30 09:00:00,2025-01-30 10:00:00,1,1,0,0,2025-03-15 06:01:41
Colon,Odontología,Cerrada,2025-01-30 09:00:00,2025-01-30 10:00:00,2,2,2,0,2025-03-15 06:01:41
Buceo,Medicina Familiar,Cerrada,2025-01-30 09:00:00,2025-01-30 10:00:00,3,3,2,0,2025-03-15 06:01:41
Casabo,Odontología,Cerrada,2025-01-30 09:00:00,2025-01-30 10:00:00,2,6,5,0,2025-03-15 06:01:41
Casabo,Medicina Familiar,Cerrada,2025-01-30 09:00:00,2025-01-30 10:00:00,3,3,3,0,2025-03-15 06:01:41
Casavalle,Odontología,Cerrada,2025-01-30 09:00:00,2025-01-30 10:00:00,2,2,2,0,2025-03-15 06:01:41
Casabo,Partera,Cerrada,2025-01-30 09:00:00,2025-01-30 10:20:00,4,4,3,0,2025-03-15 06:01:41
Francisco Pucci,Nutrición,Cerrada,2025-01-30 09:00:00,2025-01-30 10:30:00,3,4,3,0,2025-03-15 06:01:41
Casavalle,Odontología,Cerrada,2025-01-30 09:00:00,2025-01-30 10:30:00,2,2,2,0,2025-03-15 06:01:41
Francisco Pucci,Medicina Familiar,Cerrada,2025-01-30 09:00:00,2025-01-30 10:40:00,5,7,7,0,2025-03-15 06:01:41
Punta De Rieles,Nutrición,Cerrada,2025-01-30 09:00:00,2025-01-30 11:00:00,4,4,4,0,2025-03-15 06:01:41
Inve 16,Odontología,Cerrada,2025-01-30 09:00:00,2025-01-30 11:00:00,4,4,2,0,2025-03-15 06:01:41
La Paloma,Trabajo Social,Cerrada,2025-01-30 09:00:00,2025-01-30 11:30:00,5,5,3,0,2025-03-15 06:01:41
La Paloma,Pediatría,Cerrada,2025-01-30 09:00:00,2025-01-30 11:30:00,5,5,3,0,2025-03-15 06:01:41
La Teja,Nutrición,Cerrada,2025-01-30 09:00:00,2025-01-30 12:00:00,9,9,4,0,2025-03-15 06:01:41
Los Angeles,Medicina Familiar,Cerrada,2025-01-30 09:00:00,2025-01-30 12:00:00,8,9,5,0,2025-03-15 06:01:41
La Teja,Medicina Familiar,Cerrada,2025-01-30 09:00:00,2025-01-30 12:20:00,10,11,9,0,2025-03-15 06:01:41
Zully Sanchez,Psicología,Cerrada,2025-01-30 09:00:00,2025-01-30 13:00:00,4,4,3,0,2025-03-15 06:01:41
La Paloma,Medicina Familiar,Cerrada,2025-01-30 09:10:00,2025-01-30 10:10:00,2,4,1,0,2025-03-15 06:01:41
Jose P. Varela,Odontología,Cerrada,2025-01-30 09:15:00,2025-01-30 09:45:00,2,2,2,0,2025-03-15 06:01:41
Crottogini,Medicina Familiar,Cerrada,2025-01-30 09:20:00,2025-01-30 11:00:00,5,5,4,0,2025-03-15 06:01:41
Yucatan,Odontología,Cerrada,2025-01-30 09:20:00,2025-01-30 11:00:00,2,2,1,0,2025-03-15 06:01:41
Zully Sanchez,Medicina Familiar,Cerrada,2025-01-30 09:30:00,2025-01-30 09:50:00,1,1,1,0,2025-03-15 06:01:41
Jose P. Varela,Odontología,Cerrada,2025-01-30 09:30:00,2025-01-30 10:00:00,1,1,1,0,2025-03-15 06:01:41
Yano Rodriguez,Odontología,Cerrada,2025-01-30 09:30:00,2025-01-30 10:00:00,2,2,0,0,2025-03-15 06:01:41
Parque Bellan,Medicina General,Cerrada,2025-01-30 09:30:00,2025-01-30 10:10:00,2,5,5,0,2025-03-15 06:01:41
Paso De La Arena,Odontología,Cerrada,2025-01-30 09:30:00,2025-01-30 10:30:00,2,2,0,0,2025-03-15 06:01:41
Aquiles Lanza,Odontología,Cerrada,2025-01-30 09:30:00,2025-01-30 10:30:00,2,2,1,0,2025-03-15 06:01:41
Aquiles Lanza,Pediatría,Cerrada,2025-01-30 09:30:00,2025-01-30 10:50:00,4,4,3,0,2025-03-15 06:01:41
La Teja,Odontología,Cerrada,2025-01-30 09:30:00,2025-01-30 11:00:00,3,3,1,0,2025-03-15 06:01:41
Yucatan,Ginecoobstetricia,Cerrada,2025-01-30 09:30:00,2025-01-30 11:30:00,6,7,4,0,2025-03-15 06:01:41
Jose P. Varela,Odontología,Cerrada,2025-01-30 09:45:00,2025-01-30 10:15:00,2,2,2,0,2025-03-15 06:01:41
Zully Sanchez,Medicina Familiar,Cerrada,2025-01-30 09:50:00,2025-01-30 10:10:00,1,1,1,0,2025-03-15 06:01:41
Paso De La Arena,Medicina Familiar,Cerrada,2025-01-30 10:00:00,2025-01-30 10:20:00,1,20,20,0,2025-03-15 06:01:41
Yano Rodriguez,Odontología,Cerrada,2025-01-30 10:00:00,2025-01-30 10:30:00,1,1,1,0,2025-03-15 06:01:41
Jose P. Varela,Odontología,Cerrada,2025-01-30 10:00:00,2025-01-30 10:30:00,1,1,1,0,2025-03-15 06:01:41
Punta De Rieles,Pediatría,Cerrada,2025-01-30 10:00:00,2025-01-30 10:40:00,2,2,2,0,2025-03-15 06:01:41
Casavalle,Medicina Familiar,Cerrada,2025-01-30 10:00:00,2025-01-30 11:00:00,3,1,1,0,2025-03-15 06:01:41
Francisco Pucci,Odontología,Cerrada,2025-01-30 10:00:00,2025-01-30 11:00:00,2,2,2,0,2025-03-15 06:01:41
Yucatan,Psicología,Cerrada,2025-01-30 10:00:00,2025-01-30 11:00:00,1,1,0,0,2025-03-15 06:01:41
Buceo,Medicina Familiar,Cerrada,2025-01-30 10:00:00,2025-01-30 11:00:00,3,3,3,0,2025-03-15 06:01:41
Casavalle,Odontología,Cerrada,2025-01-30 10:00:00,2025-01-30 11:00:00,2,2,2,0,2025-03-15 06:01:41
Los Angeles,Odontología,Cerrada,2025-01-30 10:00:00,2025-01-30 11:00:00,3,3,3,0,2025-03-15 06:01:41
Barrio Sur,Odontología,Cerrada,2025-01-30 10:00:00,2025-01-30 11:30:00,3,2,2,0,2025-03-15 06:01:41
Barrio Sur,Medicina General,Cerrada,2025-01-30 10:00:00,2025-01-30 12:00:00,6,6,6,0,2025-03-15 06:01:41
Casabo,Trabajo Social,Cerrada,2025-01-30 10:00:00,2025-01-30 12:00:00,4,3,3,0,2025-03-15 06:01:41
